epoch,recon_loss,kl_loss,train_loss,test_loss
0,0.15029706523098327,0.04232715413457266,0.18129835967664365,0.0901961162686348
1,0.15027692982995952,0.04790374358977984,0.18120931578731095,0.08910547494888306
2,0.14844102860876807,0.052468785740159174,0.17918586275643772,0.08937201499938965
3,0.1499592940564509,0.050612780558704225,0.1809534317365399,0.08988869488239289
4,0.1504414080883618,0.05034445474545161,0.1816475484520197,0.09036882370710372
5,0.1502282951992971,0.05222762436433523,0.1814602242299804,0.09037858247756958
6,0.14911880468328795,0.04994386941608456,0.18010243111186558,0.0899106611808141
7,0.14795924778337832,0.05137677397578955,0.17891901593517373,0.08982874602079391
8,0.14791781200027024,0.050960520523841736,0.17936313331679063,0.0892353430390358
9,0.1503867160666872,0.04816350363263929,0.18181399062827783,0.08952098886171976
10,0.15083382278680801,0.04707310855802563,0.18262243960742597,0.08952893068393071
11,0.15088411206724467,0.047733068069512094,0.18309814965835325,0.08968005230029424
12,0.15091039164474718,0.045294315519708174,0.18314888459388856,0.08979805012543997
13,0.15112843481754815,0.04493697758557068,0.18325853223601976,0.08857214003801346
14,0.15016403456253033,0.04373209863142283,0.18210954646821376,0.08997492988904317
15,0.15182351783193923,0.04277006186613882,0.18439808584473752,0.08910200546185175
16,0.1515958003561806,0.04119155243797987,0.1843035748159444,0.08936482866605124
17,0.14879476554967738,0.03966809552231872,0.18083498088849914,0.0892081951101621
18,0.1509256675425503,0.038139404677268535,0.18359833652222599,0.08923355688651403
19,0.14946679522593817,0.036680231629698364,0.18181618813563277,0.08905231654644012
20,0.15035441310869324,0.03561619289771274,0.18311149654565034,0.0890714352329572
21,0.15087663506468138,0.033296058920246584,0.1837644069283097,0.08911493619283041
22,0.1505374032314177,0.031800035999535965,0.18387690752192778,0.08904920766750972
23,0.15096342197998805,0.03007631842046976,0.18424662009433465,0.08962533722321192
24,0.15014672907138313,0.02917865894872833,0.1834322767401183,0.08918230533599854
25,0.14991005710153668,0.028833930018461414,0.18352148474918473,0.0890807126959165
26,0.14952077882157433,0.02763919226169862,0.18316924337435653,0.08891996244589488
27,0.1495656183472386,0.025327300161330238,0.18321177032258776,0.08891413162151972
28,0.14985222769556222,0.025300968024465773,0.1839971069108557,0.08903993318478266
29,0.15118787872294584,0.02462361295948978,0.18603680972699765,0.08936655422051748
30,0.15022444787124792,0.023652177364392964,0.18516687234794652,0.08927025745312372
31,0.15063828326485776,0.022756566422887974,0.1854791784728015,0.08874949763218562
32,0.1500075274595508,0.021278708328113512,0.1850759392535245,0.08928100566069284
33,0.1496952226454461,0.020239758227641385,0.18490032023853725,0.08896524558464686
