epoch,recon_loss,kl_loss,train_loss,test_loss
0,0.15139149129390717,0.05095859510065229,0.1824906744338848,0.08927022367715835
1,0.1524979678431043,0.055251193681248915,0.18367035383427585,0.08970138678948085
2,0.15176408379166215,0.05972147250065097,0.1829248677801203,0.08968796531359355
3,0.15149657041938216,0.05993414515008529,0.18290389453371367,0.08956524481376012
4,0.15101063389469077,0.06072630471101514,0.18240909995856108,0.0906067376335462
5,0.1512469278855456,0.06345735755921514,0.18281587558212103,0.09042064746220907
6,0.15247119907979612,0.06325954585163682,0.18430324795621414,0.08911349525054296
7,0.14963783737685946,0.061632188899373566,0.18122714157733652,0.08899827450513839
8,0.14944816539408984,0.05881716624868137,0.18088166429488747,0.08903791507085164
9,0.15072852828436428,0.055579894222319126,0.18236222449276182,0.08956713179747264
10,0.15204141882282715,0.05425808085473599,0.1841510927511586,0.0895061289270719
11,0.15118053245047727,0.05435981639419441,0.183047273437734,0.09002373168865839
12,0.15236059093364962,0.05212788173445949,0.18479179701319448,0.08933350592851638
13,0.1513406173498542,0.04819078308840593,0.1836541929040794,0.08993078221877417
14,0.1504552183603799,0.04686147588546629,0.1825179928154857,0.08875654091437658
15,0.15118706847230592,0.04497645260697162,0.18331442138663046,0.09003308713436127
16,0.14961876851265077,0.043966816979701874,0.18181538016155915,0.08991474558909734
17,0.1499004860719045,0.04359320178627968,0.18220749697475522,0.08957239836454392
18,0.15039458229309982,0.039589385191599526,0.18309992041300843,0.09041101187467575
19,0.15049209452613635,0.03844894365304046,0.18323815462213974,0.09019305308659871
20,0.15070464448244483,0.03708106279373169,0.1839658903578917,0.08947045554717382
21,0.15159340064834664,0.03522383918364843,0.18479849646488825,0.08998440156380336
22,0.1500752398537265,0.033069572359737426,0.18296097094813982,0.08940422038237254
23,0.14942966098034824,0.031662720876435436,0.18268406818862315,0.09141781081755956
24,0.14959331360404138,0.02931216309123017,0.18321503146930976,0.08885187009970347
25,0.1501033474449758,0.027427328198596283,0.18347407518713563,0.08915044367313385
26,0.15046102194874375,0.026136068868692273,0.18391793648953791,0.08877633661031722
27,0.14916735694364266,0.02623465581348649,0.18284663861548459,0.08861545026302338
28,0.15008916519582272,0.024731041070211818,0.18406330352580105,0.08887313107649485
29,0.1481437365765925,0.023665317782649287,0.18204466860603402,0.08839885244766871
30,0.14853527003692257,0.022721776893983286,0.18281323103993027,0.08862194965283075
31,0.15161421536295502,0.022033362425173873,0.18663252531378358,0.08919865290323893
32,0.1498781209466634,0.019980035911969566,0.18452851074161353,0.08887621810038884
33,0.15067374216461624,0.02089869250819363,0.18608017403770377,0.08902782003084818
34,0.14994419911117465,0.019553638804979897,0.18530289263085084,0.08894024242957434
35,0.1502298024241571,0.017779390793293715,0.1855849938950053,0.08850799451271693
36,0.15085161139291745,0.016581186929855635,0.18631559720745794,0.08870452443758646
37,0.14983393051834018,0.01587510462505398,0.18509476838840377,0.08865457872549692
38,0.1508850402854107,0.014565746386156039,0.18683998907605806,0.08914985557397206
39,0.14984810069479323,0.014512456384383969,0.18587003910431155,0.08898233870665233
40,0.1499937799655729,0.013266370855961685,0.18580974203844866,0.08900481810172399
41,0.15138678287190419,0.013624281355145353,0.18826263646284738,0.08873422741889954
42,0.15089903068211344,0.012913584321116408,0.1876561405758063,0.0891138752301534
43,0.1504341450140432,0.01181616954057029,0.1867362950687055,0.08914466897646586
44,0.15046251930848317,0.012593801374788638,0.18773563813280175,0.08891357978185017
45,0.1511976443645027,0.011611606072013577,0.18829553795081597,0.08897575040658315
46,0.15058178558117813,0.010572469707026525,0.18752734473458044,0.08894716799259186
47,0.15118936152645834,0.01037086985349931,0.18870906407634416,0.0885327493151029
48,0.15301261331748078,0.009739533040879501,0.19079147665588944,0.08885493377844493
49,0.15202110177940792,0.009725122402111689,0.18960923439374677,0.08912426680326462
